id,case_id,case_po,file_name,box_file_id,created_at,excluded,accepted_for_eva
55d4a1d0-10a6-43fa-941d-84c2da555c28,f15b14d8-a336-460a-9786-d484c3536a9c,ALS26004,CVD__RJS_UnknownVRM_img_1_2.jpeg,2332620342755,2026-07-07 11:19:44.821518+00,f,t
e68327d6-06d6-441b-9b3f-7913382a94cc,f15b14d8-a336-460a-9786-d484c3536a9c,ALS26004,CVD__RJS_UnknownVRM_img_1_2.jpeg,2332620342755,2026-07-07 11:19:58.475305+00,f,t
fc6005fb-d0c8-42bb-a4a7-3d17621e7de9,f15b14d8-a336-460a-9786-d484c3536a9c,ALS26004,CVD__RJS_UnknownVRM_img_2_3.jpeg,2332643132518,2026-07-07 11:19:44.824515+00,f,t
1a016b08-0f0a-4eeb-a5dd-b5afde9a3604,f15b14d8-a336-460a-9786-d484c3536a9c,ALS26004,CVD__RJS_UnknownVRM_img_2_3.jpeg,2332643132518,2026-07-07 11:19:58.211746+00,f,t
d9fe9bf8-a4f0-4236-95c7-7fce40a133b4,f15b14d8-a336-460a-9786-d484c3536a9c,ALS26004,CVD__RJS_UnknownVRM_img_2_4.jpeg,2332642503615,2026-07-07 11:19:44.827617+00,f,t
3b811c51-f1aa-49e8-a58a-8e24c00bd56c,f15b14d8-a336-460a-9786-d484c3536a9c,ALS26004,CVD__RJS_UnknownVRM_img_2_4.jpeg,2332642503615,2026-07-07 11:20:00.048298+00,f,t
b2c8ae92-36db-45e4-adcc-5ab5e5bb8bda,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_10_19.png,2334722639793,2026-07-08 11:57:01.730496+00,f,f
2999cfe1-f517-40b8-9fef-3e3090f13607,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_10_19.png,2334722639793,2026-07-08 11:57:44.372111+00,f,f
1b567657-6e24-4088-9d44-cd4044b20c88,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_10_20.jpeg,2334727580505,2026-07-08 11:57:01.734197+00,f,f
688f18d3-8dba-4775-88b4-f3f8da15aee0,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_10_20.jpeg,2334727580505,2026-07-08 11:57:48.101238+00,f,f
5fcfa8d2-69a0-4029-96a1-d22beb0293f9,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_11_21.jpeg,2334725106027,2026-07-08 11:57:01.737718+00,f,f
dc353ef4-fc92-4c7c-937e-71c539a6c726,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_11_21.jpeg,2334725106027,2026-07-08 11:57:47.08832+00,f,f
75c128fd-1041-4037-8100-fbc3a28f05d6,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_1_1.png,2334722627671,2026-07-08 11:57:01.646321+00,f,f
a592c320-74dd-423a-805e-81bcfd0c9de8,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_1_1.png,2334722627671,2026-07-08 11:57:13.914928+00,f,f
7b44416c-1777-4319-9e6d-0105be68a0ac,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_12_22.jpeg,2334721067416,2026-07-08 11:57:01.740819+00,f,f
f41b81f2-0f2a-4c13-bf42-4445c5984611,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_12_22.jpeg,2334721067416,2026-07-08 11:57:48.900993+00,f,f
57ab0459-6aa6-4bda-a1e8-fbb068a157f3,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_3_6.jpeg,2334719670579,2026-07-08 11:57:01.671669+00,f,t
6876c81b-e604-4603-9344-0d4bd694afb5,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_3_6.jpeg,2334719670579,2026-07-08 11:57:21.327052+00,f,t
a7260d84-1058-4950-82f0-0bbac32ec840,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_3_8.jpeg,2334720789504,2026-07-08 11:57:01.67926+00,f,f
9c2c82ee-9f9f-4c93-8df2-5f663decb47b,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_3_8.jpeg,2334720789504,2026-07-08 11:57:24.879888+00,f,f
21996ff6-8bd1-4e3b-8a6d-220041f226fb,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_4_9.jpeg,2334724499895,2026-07-08 11:57:01.682952+00,f,f
cb31af16-7814-4951-b55c-946e4cadb249,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_4_9.jpeg,2334724499895,2026-07-08 11:57:26.560843+00,f,f
1a813a36-862c-4280-a1ed-44c6ebaecc55,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_5_10.jpeg,2334721700407,2026-07-08 11:57:01.686445+00,f,f
e5b6ca4f-db49-4336-93a6-7914c7c3dec7,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_5_10.jpeg,2334721700407,2026-07-08 11:57:28.406098+00,f,f
cde0cafe-dfca-4ce5-bbd0-a3951d6e9f4c,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_6_11.jpeg,2334722728618,2026-07-08 11:57:01.68989+00,f,t
59e1ed21-0de9-46c8-92ee-dc807f006716,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_6_11.jpeg,2334722728618,2026-07-08 11:57:32.843573+00,f,t
06d60144-a4ce-4880-953e-85ea6bed7f2d,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_6_12.jpeg,2334720606110,2026-07-08 11:57:01.694054+00,f,f
12d6c08e-168c-4e16-9157-adad9884df17,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_6_12.jpeg,2334720606110,2026-07-08 11:57:32.537774+00,f,f
4cf31208-a14b-496f-9c73-d1f7cd51a4fc,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_7_14.jpeg,2334724785126,2026-07-08 11:57:01.707564+00,f,f
7e8888f1-27c4-455c-9295-ba69932f4add,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_7_14.jpeg,2334724785126,2026-07-08 11:57:35.771181+00,f,f
faedd19b-c226-41fe-b0c2-1bace47e9c97,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_8_15.jpeg,2334727144163,2026-07-08 11:57:01.711317+00,f,t
a0464d21-b7f4-489e-9abc-651403750eae,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_8_15.jpeg,2334727144163,2026-07-08 11:57:39.758724+00,f,t
07e6a9ec-f82e-4039-b4cc-71265dd62c97,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_8_16.jpeg,2334725740606,2026-07-08 11:57:01.716605+00,f,f
4f5a2518-d52e-477b-96a7-008f0310cc7c,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_8_16.jpeg,2334725740606,2026-07-08 11:57:39.193787+00,f,f
38d191d6-2e43-40c4-8c2d-3302cebafc0e,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_9_18.jpeg,2334726455573,2026-07-08 11:57:01.726811+00,f,f
471cef0d-4039-40d9-92de-4eb13f76973c,8203a389-f77a-4c21-925f-69afbf92f13f,ALS26006,Repair Authority Document Bundle__RJS_UnknownVRM_img_9_18.jpeg,2334726455573,2026-07-08 11:57:42.662985+00,f,f
c51341c4-cfdd-4785-bfa7-435f63473f76,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_1_1.jpeg,2329245595089,2026-07-05 18:52:12.135957+00,f,f
a4c33d17-1d1d-4421-a152-aaef2e502d73,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_1_1.jpeg,2329245595089,2026-07-05 18:52:24.423162+00,f,f
d0ce9c4d-38dc-4553-8469-c9f81a98dba7,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_1_2.png,2329247149495,2026-07-05 18:52:12.141216+00,f,f
2bc42c70-b6d6-4178-988a-f2cb50302203,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_1_2.png,2329247149495,2026-07-05 18:52:24.539154+00,f,f
5e774942-9960-47c1-9d8a-fd54f0190b49,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_1_3.png,2329247900761,2026-07-05 18:52:12.147051+00,f,f
0731f176-8510-4cf8-8009-71a0d5c4902b,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_1_3.png,2329247900761,2026-07-05 18:52:25.675506+00,f,f
2a80565a-731d-4052-a7d8-41d1e52f5e64,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_3_4.jpeg,2329247437926,2026-07-05 18:52:12.152432+00,f,t
aec74986-0c34-4d6e-ac95-99612184e987,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_3_4.jpeg,2329247437926,2026-07-05 18:52:27.412526+00,f,t
9d3fa298-2ee4-41a9-b931-eb9877dd5713,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_3_5.jpeg,2329247821381,2026-07-05 18:52:12.156876+00,f,t
c026c7a4-0199-432f-8f10-dc13db21620b,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_3_5.jpeg,2329247821381,2026-07-05 18:52:28.715386+00,f,t
ccfe353a-2cbd-40fe-8fe9-5cea68c8adbf,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_3_7.jpeg,2329245544269,2026-07-05 18:52:12.164826+00,f,t
de343a57-7bf9-4bf7-8663-d4d6af52c49c,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_3_7.jpeg,2329245544269,2026-07-05 18:52:31.572384+00,f,t
3126fc65-50bf-4e65-96e2-42447b74fcae,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_3_8.jpeg,2329247659066,2026-07-05 18:52:12.169389+00,f,t
a51ed6f8-e943-431c-aa27-dd0d47a31a6a,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_3_8.jpeg,2329247659066,2026-07-05 18:52:32.938265+00,f,t
d7f08475-8e17-4208-a27b-d018c69fa760,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_3_9.jpeg,2329247428323,2026-07-05 18:52:12.173536+00,f,f
a9da69f5-bce7-40ea-865c-bcc4b26c0858,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_3_9.jpeg,2329247428323,2026-07-05 18:52:34.443255+00,f,f
302cea09-2d20-4d56-9cb8-6206728e574a,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_4_11.jpeg,2329247617772,2026-07-05 18:52:12.182953+00,f,t
fb8b1fde-a514-4776-8397-f232e7492cfc,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_4_11.jpeg,2329247617772,2026-07-05 18:52:37.802001+00,f,t
92957b0f-0491-4747-8e8b-9898d845df6c,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_4_12.jpeg,2329244720517,2026-07-05 18:52:12.186467+00,f,f
2e86ee83-1d65-48b2-8121-846c57908250,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_4_12.jpeg,2329244720517,2026-07-05 18:52:39.703531+00,f,f
0e43a3fc-f140-4dbd-b1fd-b5b47b50c633,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_4_13.jpeg,2329247087749,2026-07-05 18:52:12.190225+00,f,t
8d98ce60-b2ed-4b76-9b8c-3b4df9f8887c,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_4_13.jpeg,2329247087749,2026-07-05 18:52:41.514721+00,f,t
0dcd5d67-b59a-42df-a32d-64a7cff7ed80,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_4_14.jpeg,2329247303194,2026-07-05 18:52:12.195554+00,f,f
52977c1f-1970-4e13-a448-2a31ff5d2e48,fc970dad-6972-4350-b525-209f4ba6fa2a,A.PCH26001,Report 00081090__RJS_UnknownVRM_img_4_14.jpeg,2329247303194,2026-07-05 18:52:45.306312+00,f,f
2ebb8020-962b-4da6-bfbe-27de9ed4c7c7,b4e379d1-380f-4cbf-8556-3c28cc935fc0,A.PCH26004,_EHR102779_Engineers Repair Images_08251022__RJS_UnknownVRM_img_10_56.jpeg,2330754647379,2026-07-06 13:51:57.963321+00,f,t
d5342178-e8a2-468e-a0e0-b973eb1708cf,b4e379d1-380f-4cbf-8556-3c28cc935fc0,A.PCH26004,_EHR102779_Engineers Repair Images_08251022__RJS_UnknownVRM_img_10_56.jpeg,2330754647379,2026-07-06 13:58:02.30232+00,f,t
c17e6851-9eca-4a62-919f-767c2e5250be,b4e379d1-380f-4cbf-8556-3c28cc935fc0,A.PCH26004,_EHR102779_Engineers Repair Images_08251022__RJS_UnknownVRM_img_10_57.jpeg,2330755979217,2026-07-06 13:51:57.966911+00,f,t
5ebd726c-901a-4fa4-ab09-38c7482dd3a8,b4e379d1-380f-4cbf-8556-3c28cc935fc0,A.PCH26004,_EHR102779_Engineers Repair Images_08251022__RJS_UnknownVRM_img_10_57.jpeg,2330755979217,2026-07-06 13:58:06.39221+00,f,t
410fd4a4-43ee-4d41-864d-240924112fc4,b4e379d1-380f-4cbf-8556-3c28cc935fc0,A.PCH26004,_EHR102779_Engineers Repair Images_08251022__RJS_UnknownVRM_img_10_58.jpeg,2330758322152,2026-07-06 13:51:57.970162+00,f,t
1a56699c-92d0-4b29-b288-f3a33aa41a7d,b4e379d1-380f-4cbf-8556-3c28cc935fc0,A.PCH26004,_EHR102779_Engineers Repair Images_08251022__RJS_UnknownVRM_img_10_58.jpeg,2330758322152,2026-07-06 13:58:05.666065+00,f,t
e4ef4cd4-9999-4264-b94a-7377f8217bdf,b4e379d1-380f-4cbf-8556-3c28cc935fc0,A.PCH26004,_EHR102779_Engineers Repair Images_08251022__RJS_UnknownVRM_img_10_59.jpeg,2330756344457,2026-07-06 13:51:57.973657+00,f,f
df49e19b-2183-4218-bb84-4447571df59b,b4e379d1-380f-4cbf-8556-3c28cc935fc0,A.PCH26004,_EHR102779_Engineers Repair Images_08251022__RJS_UnknownVRM_img_10_59.jpeg,2330756344457,2026-07-06 13:58:07.802844+00,f,f
b89718b7-5925-42f5-a276-96f482be9046,b4e379d1-380f-4cbf-8556-3c28cc935fc0,A.PCH26004,_EHR102779_Engineers Repair Images_08251022__RJS_UnknownVRM_img_10_60.jpeg,2330756769179,2026-07-06 13:51:57.9785+00,f,t
2dc6808c-b7af-4432-9efc-78b20e03c616,b4e379d1-380f-4cbf-8556-3c28cc935fc0,A.PCH26004,_EHR102779_Engineers Repair Images_08251022__RJS_UnknownVRM_img_10_60.jpeg,2330756769179,2026-07-06 13:58:09.754982+00,f,t
12a6105f-8467-48dd-a4cb-ddf95ce79098,b4e379d1-380f-4cbf-8556-3c28cc935fc0,A.PCH26004,_EHR102779_Engineers Repair Images_08251022__RJS_UnknownVRM_img_10_61.jpeg,2330753889041,2026-07-06 13:51:57.981743+00,f,f
a4c39302-2684-48e3-8932-ed3daa72f673,b4e379d1-380f-4cbf-8556-3c28cc935fc0,A.PCH26004,_EHR102779_Engineers Repair Images_08251022__RJS_UnknownVRM_img_10_61.jpeg,2330753889041,2026-07-06 13:58:11.389279+00,f,f
78681129-1d6d-4edb-83ec-fd85ef3b8275,b4e379d1-380f-4cbf-8556-3c28cc935fc0,A.PCH26004,_EHR102779_Engineers Repair Images_08251022__RJS_UnknownVRM_img_11_62.jpeg,2330757714518,2026-07-06 13:51:57.984977+00,f,t
364992ab-c141-4e20-82f6-2b712314cca6,b4e379d1-380f-4cbf-8556-3c28cc935fc0,A.PCH26004,_EHR102779_Engineers Repair Images_08251022__RJS_UnknownVRM_img_11_62.jpeg,2330757714518,2026-07-06 13:58:13.044821+00,f,t
e06988f4-71fe-4659-afa7-db9e498fe26f,b4e379d1-380f-4cbf-8556-3c28cc935fc0,A.PCH26004,_EHR102779_Engineers Repair Images_08251022__RJS_UnknownVRM_img_11_63.jpeg,2330758475095,2026-07-06 13:51:57.988467+00,f,t
dd9a5c10-38e3-4cdf-ac5b-9f4a1880c829,b4e379d1-380f-4cbf-8556-3c28cc935fc0,A.PCH26004,_EHR102779_Engineers Repair Images_08251022__RJS_UnknownVRM_img_11_63.jpeg,2330758475095,2026-07-06 13:58:14.7442+00,f,f
