case_id,case_po,base_name,lane,id,file_name,box_file_id,excluded,accepted_for_eva,image_role_code
e06fa6e7-b105-44d6-929e-f0bded4bef6d,A.PCH26026,577824__rjs_unknownvrm_img_5_28.jpeg,box,0ce88b23-7c1e-4453-adeb-ea015720225c,577824__RJS_UnknownVRM_img_5_28.jpeg,2334937206047,t,f,100000001
e06fa6e7-b105-44d6-929e-f0bded4bef6d,A.PCH26026,_ehr103278_plus_report___rjs_unknownvrm_img_1_2.png,box,9c535b8c-08fc-429d-b6db-a01492f27051,_EHR103278_Plus_Report___RJS_UnknownVRM_img_1_2.png,2334930356577,f,f,100000003
04d2c8d0-234b-47d1-b022-d50047b3822d,A.PCH26027,_ehr103734_plus_report___rjs_unknownvrm_img_1_1.jpeg,box,2c2b62af-53b7-47c5-b9db-7967ee38a0f5,_EHR103734_Plus_Report___RJS_UnknownVRM_img_1_1.jpeg,2334939234316,f,f,100000003
04d2c8d0-234b-47d1-b022-d50047b3822d,A.PCH26027,_ehr103734_engineers repair images_08167096__rjs_unknownvrm_img_2_9.jpeg,box,9c288b1c-7ab2-4385-931f-ac4472d55c6a,_EHR103734_Engineers Repair Images_08167096__RJS_UnknownVRM_img_2_9.jpeg,2334940090818,f,t,100000000
04d2c8d0-234b-47d1-b022-d50047b3822d,A.PCH26027,_ehr103734_engineers repair images_08167096__rjs_unknownvrm_img_2_11.png,box,e7afa44c-f42c-4472-a286-bc0a013d9436,_EHR103734_Engineers Repair Images_08167096__RJS_UnknownVRM_img_2_11.png,2334937861640,f,f,100000003
04d2c8d0-234b-47d1-b022-d50047b3822d,A.PCH26027,_ehr103734_engineers repair images_08167096__rjs_unknownvrm_img_2_12.jpeg,box,2d004609-d085-4954-8e42-9c6fac083466,_EHR103734_Engineers Repair Images_08167096__RJS_UnknownVRM_img_2_12.jpeg,2334949708081,f,t,100000002
04d2c8d0-234b-47d1-b022-d50047b3822d,A.PCH26027,_ehr103734_engineers repair images_08167096__rjs_unknownvrm_img_3_15.jpeg,box,a0dd41f3-56e3-4c7d-b585-f43eae60ebe2,_EHR103734_Engineers Repair Images_08167096__RJS_UnknownVRM_img_3_15.jpeg,2334943595177,f,f,100000003
04d2c8d0-234b-47d1-b022-d50047b3822d,A.PCH26027,_ehr103734_plus_report___rjs_unknownvrm_img_1_2.png,box,b46cc473-782d-4722-9d85-ec9048949fd2,_EHR103734_Plus_Report___RJS_UnknownVRM_img_1_2.png,2334939357064,f,f,100000003
2e4497d7-809e-46de-ba92-6f7e1f4dd9e6,A.QDOS26035,ltrtoengineerin__rjs_unknownvrm_img_1_1.png,box,65d65ce3-5e1c-4876-85e5-d32ceedb4e07,LtrtoEngineerIn__RJS_UnknownVRM_img_1_1.png,2334944463725,f,f,100000003
d0f394d7-53a3-45de-bf03-2ebcc716de18,A.PCH26028,_ehr103010_engineers repair images_08112453__rjs_unknownvrm_img_1_2.jpeg,box,09b4d4d5-bf02-4f40-bfb9-e4ebe68bcb5c,_EHR103010_Engineers Repair Images_08112453__RJS_UnknownVRM_img_1_2.jpeg,2334950612939,f,t,100000000
d0f394d7-53a3-45de-bf03-2ebcc716de18,A.PCH26028,_ehr103010_engineers repair images_08112453__rjs_unknownvrm_img_1_3.jpeg,box,6c92ea95-b7bb-40a8-b468-7615b38b8ff3,_EHR103010_Engineers Repair Images_08112453__RJS_UnknownVRM_img_1_3.jpeg,2334953725955,t,f,100000002
d0f394d7-53a3-45de-bf03-2ebcc716de18,A.PCH26028,_ehr103010_engineers repair images_08112453__rjs_unknownvrm_img_1_4.jpeg,box,6409c67d-f80d-4c32-a247-d2c8bab106b3,_EHR103010_Engineers Repair Images_08112453__RJS_UnknownVRM_img_1_4.jpeg,2334951570295,f,t,100000001
d0f394d7-53a3-45de-bf03-2ebcc716de18,A.PCH26028,_ehr103010_engineers repair images_08112453__rjs_unknownvrm_img_2_10.jpeg,box,209750d6-d873-441b-accb-d2aff5c53d9f,_EHR103010_Engineers Repair Images_08112453__RJS_UnknownVRM_img_2_10.jpeg,2334953630002,t,f,100000000
d0a7cbf2-d669-4d4c-addf-dee8bf51e203,A.QDOS26036,bosyshopsuppreport2-v1__rjs_unknownvrm_img_5_17.jpeg,box,16f31d91-519b-4088-b9b3-446b86b8f9e8,BosyshopSuppReport2-V1__RJS_UnknownVRM_img_5_17.jpeg,2334963685297,f,t,100000001
d0a7cbf2-d669-4d4c-addf-dee8bf51e203,A.QDOS26036,bosyshopsuppreport2-v1__rjs_unknownvrm_img_6_24.jpeg,box,4d69cea7-d87e-4cc4-ad31-27430eba2406,BosyshopSuppReport2-V1__RJS_UnknownVRM_img_6_24.jpeg,2334971348747,f,t,100000001
d0a7cbf2-d669-4d4c-addf-dee8bf51e203,A.QDOS26036,bosyshopsuppreport2-v1__rjs_unknownvrm_img_6_28.jpeg,box,c65cebee-035c-4232-a36c-f2c0884e31e9,BosyshopSuppReport2-V1__RJS_UnknownVRM_img_6_28.jpeg,2334965279045,f,t,100000001
d0a7cbf2-d669-4d4c-addf-dee8bf51e203,A.QDOS26036,bosyshopsuppreport2-v1__rjs_unknownvrm_img_6_29.jpeg,box,cdd7dd1b-4c41-43ec-91e8-0de28b35c5a8,BosyshopSuppReport2-V1__RJS_UnknownVRM_img_6_29.jpeg,2334968711586,f,t,100000001
d0a7cbf2-d669-4d4c-addf-dee8bf51e203,A.QDOS26036,bosyshopsuppreport2-v1__rjs_unknownvrm_img_9_47.jpeg,box,c2daedb5-5c94-4a47-8328-0f0462b39fa4,BosyshopSuppReport2-V1__RJS_UnknownVRM_img_9_47.jpeg,2334969709685,f,t,100000002
d0a7cbf2-d669-4d4c-addf-dee8bf51e203,A.QDOS26036,bosyshopsuppreport2-v1__rjs_unknownvrm_img_5_21.jpeg,box,35ce18a4-a4c5-4d44-a084-a23b7d1da21a,BosyshopSuppReport2-V1__RJS_UnknownVRM_img_5_21.jpeg,2334969879976,f,t,100000002
d0a7cbf2-d669-4d4c-addf-dee8bf51e203,A.QDOS26036,bosyshopsuppreport2-v1__rjs_unknownvrm_img_6_27.jpeg,box,49314c98-bd22-47dc-9bc1-4be85d1d227c,BosyshopSuppReport2-V1__RJS_UnknownVRM_img_6_27.jpeg,2334958890513,f,t,100000001
d0a7cbf2-d669-4d4c-addf-dee8bf51e203,A.QDOS26036,bosyshopsuppreport2-v1__rjs_unknownvrm_img_7_31.jpeg,box,b802c2c1-aa7e-4925-907c-201f671972fe,BosyshopSuppReport2-V1__RJS_UnknownVRM_img_7_31.jpeg,2334963278310,f,t,100000001
d0a7cbf2-d669-4d4c-addf-dee8bf51e203,A.QDOS26036,bosyshopsuppreport2-v1__rjs_unknownvrm_img_8_40.jpeg,box,66bd1c0c-9bc0-44a1-ac7a-aefa8a474630,BosyshopSuppReport2-V1__RJS_UnknownVRM_img_8_40.jpeg,2334969967115,f,f,100000003
d0a7cbf2-d669-4d4c-addf-dee8bf51e203,A.QDOS26036,bosyshopsuppreport2-v1__rjs_unknownvrm_img_8_44.jpeg,box,b5f80cbd-af6a-4a92-aa16-466d8e05e373,BosyshopSuppReport2-V1__RJS_UnknownVRM_img_8_44.jpeg,2334961683951,f,t,100000002
802a5e92-df98-470a-82d3-f811aafcd833,QDOS26070,clientfrontoffside-v1.jpg,box,7cf267c8-bf72-4d21-a9b6-bc80ea3313fa,clientfrontoffside-V1.jpg,2335780931312,f,t,100000000
802a5e92-df98-470a-82d3-f811aafcd833,QDOS26070,clientrearreg2-v1.jpg,box,67cc094b-e4f1-499f-91b1-53853beef5c1,clientrearreg2-V1.jpg,2335783528736,f,t,100000001
802a5e92-df98-470a-82d3-f811aafcd833,QDOS26070,clientvehicledamage6-v1.jpg,box,a45b4777-1e36-4e6d-92e1-a1439d24bcbb,Clientvehicledamage6-V1.jpg,2335783521567,f,t,100000001
802a5e92-df98-470a-82d3-f811aafcd833,QDOS26070,clientvehicledamage4-v1.jpg,box,9bb01759-5e6b-4c9a-a273-968cee1859a4,Clientvehicledamage4-V1.jpg,2335781804616,t,f,100000002
8a0b32d6-560f-477d-9b22-6f5aafa0322f,AX26035,inspectionrequest_1075364__rjs_unknownvrm_img_1_1.png,box,86231f9f-3fe1-4fee-b30c-7b1077abcb17,InspectionRequest_1075364__RJS_UnknownVRM_img_1_1.png,2335054794952,f,f,100000003
b09057c6-e6c9-4cd6-9f10-8e1c6d46cc65,AX26033,inspectionrequest_update_1075705__ax_img_1_1.png,box,4298dfe4-b22f-4a18-897e-5b67d8a1a74a,InspectionRequest_Update_1075705__AX_img_1_1.png,2336385668670,f,f,100000003
b09057c6-e6c9-4cd6-9f10-8e1c6d46cc65,AX26033,inspectionrequest_update_1075705__ax_img_1_2.png,box,16115b6b-c60c-4933-8ff1-694068a5fa0c,InspectionRequest_Update_1075705__AX_img_1_2.png,2336405372643,f,f,100000003
77f630cf-63cb-4f6f-b4d7-64fe5b5ba6a9,AX26036,inspectionrequest_1074882__ax_sg73pwo_img_1_2.png,box,584bf16b-c19e-4263-af66-0bc88def74b5,InspectionRequest_1074882__AX_SG73PWO_img_1_2.png,2336488879143,f,t,100000003
77f630cf-63cb-4f6f-b4d7-64fe5b5ba6a9,AX26036,inspectionrequest_update_1074882__ax_img_1_1.png,box,f83fa2b4-49e1-405e-a502-c6b936c289ed,InspectionRequest_Update_1074882__AX_img_1_1.png,2336485795156,f,t,100000003
77f630cf-63cb-4f6f-b4d7-64fe5b5ba6a9,AX26036,inspectionrequest_1074882__ax_sg73pwo_img_1_1.png,box,c0aeebb9-7de7-45de-8372-f14ebad8bcee,InspectionRequest_1074882__AX_SG73PWO_img_1_1.png,2336485118141,f,t,100000003
77f630cf-63cb-4f6f-b4d7-64fe5b5ba6a9,AX26036,inspectionrequest_update_1074882__ax_img_1_2.png,box,c3cc7495-e56d-4c46-88dd-0af5ab344bda,InspectionRequest_Update_1074882__AX_img_1_2.png,2336498092252,f,t,100000003
4a2b217a-4f5f-4e6e-8331-0343b8c29118,QCL26001,tayyab_arshad_01 qc law - eng- with instruction to inspect claimants vehicle2__qcl_km60xta_img_1.jpeg,box,0bd886aa-8ea6-4ef8-9c63-75739e623554,Tayyab_Arshad_01 QC LAW - ENG- with instruction to inspect claimants vehicle2__QCL_KM60XTA_img_1.jpeg,2336485273992,f,t,100000003
4a2b217a-4f5f-4e6e-8331-0343b8c29118,QCL26001,tayyab_arshad_01 qc law - eng- with instruction to inspect claimants vehicle2__qcl_km60xta_img_2.jpeg,box,87395c62-75f8-470f-9e66-ff0a25533ee6,Tayyab_Arshad_01 QC LAW - ENG- with instruction to inspect claimants vehicle2__QCL_KM60XTA_img_2.jpeg,2336501339955,f,t,100000003
97087d47-422b-4a16-875f-fc7ebf71e801,A.QDOS26037,bodyshopsuppreport-v1__rjs_unknownvrm_img_6_32.jpeg,blob,8c66047c-57f1-4d05-a772-95bebe25ca92,Bodyshopsuppreport-V1__RJS_UnknownVRM_img_6_32.jpeg,2334987938343,t,f,100000002
97087d47-422b-4a16-875f-fc7ebf71e801,A.QDOS26037,bodyshopsuppreport-v1__rjs_unknownvrm_img_7_37.jpeg,blob,b83cb92f-1303-4638-b51c-bf63e7a7b901,Bodyshopsuppreport-V1__RJS_UnknownVRM_img_7_37.jpeg,2334993746071,f,t,100000002
eb5a8754-9a27-4964-aa6f-1e70920963e9,A.QDOS26038,bodyshopsuppreport-v1__rjs_unknownvrm_img_1_1.jpeg,blob,9736654d-e796-4f6e-976c-4f0c9ae11d94,Bodyshopsuppreport-V1__RJS_UnknownVRM_img_1_1.jpeg,2334994199317,f,f,100000003
97087d47-422b-4a16-875f-fc7ebf71e801,A.QDOS26037,bodyshopsuppreport-v1__rjs_unknownvrm_img_5_22.jpeg,blob,9dcb361e-1754-48fd-8e04-27be15603c0e,Bodyshopsuppreport-V1__RJS_UnknownVRM_img_5_22.jpeg,2334991976973,f,t,100000002
eb5a8754-9a27-4964-aa6f-1e70920963e9,A.QDOS26038,repairinvoice-v1__rjs_unknownvrm_img_2_3.png,blob,0a4f3940-bce9-40ad-b918-39bd451f6114,Repairinvoice-V1__RJS_UnknownVRM_img_2_3.png,2334993292471,f,f,100000003
97087d47-422b-4a16-875f-fc7ebf71e801,A.QDOS26037,bodyshopsuppreport-v1__rjs_unknownvrm_img_5_26.jpeg,blob,ef8e42f0-1f57-42b2-acb3-4550c7b484c4,Bodyshopsuppreport-V1__RJS_UnknownVRM_img_5_26.jpeg,2334997372655,t,f,100000001
97087d47-422b-4a16-875f-fc7ebf71e801,A.QDOS26037,bodyshopsuppreport-v1__rjs_unknownvrm_img_5_27.jpeg,blob,d4229d98-c3ae-4157-8b31-be239debf863,Bodyshopsuppreport-V1__RJS_UnknownVRM_img_5_27.jpeg,2334994868544,f,t,100000001
97087d47-422b-4a16-875f-fc7ebf71e801,A.QDOS26037,bodyshopsuppreport-v1__rjs_unknownvrm_img_7_38.jpeg,blob,80f86e37-4c48-431d-8eaa-62fa72ed87bc,Bodyshopsuppreport-V1__RJS_UnknownVRM_img_7_38.jpeg,2334992272094,f,t,100000000
97087d47-422b-4a16-875f-fc7ebf71e801,A.QDOS26037,bodyshopsuppreport-v1__rjs_unknownvrm_img_8_44.jpeg,blob,383a568d-eca8-47b4-8784-b70598a41a4b,Bodyshopsuppreport-V1__RJS_UnknownVRM_img_8_44.jpeg,2334997151309,f,t,100000002
97087d47-422b-4a16-875f-fc7ebf71e801,A.QDOS26037,bodyshopsuppreport-v1__rjs_unknownvrm_img_8_45.jpeg,blob,1106588b-6183-417c-b2e9-431be0331968,Bodyshopsuppreport-V1__RJS_UnknownVRM_img_8_45.jpeg,2334994713349,f,f,100000003
97087d47-422b-4a16-875f-fc7ebf71e801,A.QDOS26037,bodyshopsuppreport-v1__rjs_unknownvrm_img_9_53.jpeg,blob,c802c44b-1e91-4128-b5e4-3575ec52b751,Bodyshopsuppreport-V1__RJS_UnknownVRM_img_9_53.jpeg,2334997417955,f,f,100000003
21d20c06-0119-4856-a1d1-48dc8b272703,WLS26001,photos for engineers report (35).jpeg,blob,a9cac3f7-28ac-42b7-b57a-d46ccce2c1eb,PHOTOS FOR ENGINEERS REPORT (35).jpeg,2335006670021,f,t,100000002
21d20c06-0119-4856-a1d1-48dc8b272703,WLS26001,photos for engineers report (37).jpeg,blob,398746fc-2af9-456f-98cd-39889da2aeaa,PHOTOS FOR ENGINEERS REPORT (37).jpeg,2335006220974,f,t,100000002
21d20c06-0119-4856-a1d1-48dc8b272703,WLS26001,photos for engineers report (1).jpeg,blob,ac667191-a98f-45ae-98dc-3f06409b106e,PHOTOS FOR ENGINEERS REPORT (1).jpeg,2335004221218,f,t,100000002
21d20c06-0119-4856-a1d1-48dc8b272703,WLS26001,photos for engineers report (2).jpeg,blob,069ef46a-a163-4038-8104-6836c395857e,PHOTOS FOR ENGINEERS REPORT (2).jpeg,2335006981815,f,t,100000002
21d20c06-0119-4856-a1d1-48dc8b272703,WLS26001,photos for engineers report (8).jpeg,blob,4da3d409-4744-4cf3-a9b3-e3e21e37e5c7,PHOTOS FOR ENGINEERS REPORT (8).jpeg,2335002153130,f,t,100000002
2b69e2d6-7348-4906-b535-16b6fc6a4e5a,A.QDOS26039,ltrtoengineerin__rjs_unknownvrm_img_1_2.jpeg,blob,76768df8-8202-472d-8091-2b24cc891d06,LtrtoEngineerIn__RJS_UnknownVRM_img_1_2.jpeg,2335004242815,f,f,100000003
2b69e2d6-7348-4906-b535-16b6fc6a4e5a,A.QDOS26039,clientvehicledamages-v1.jpg,blob,b140ea4f-6f20-4a46-9288-7dc6e9a82311,ClientVehicleDamages-V1.jpg,2335002662298,t,f,100000000
2b69e2d6-7348-4906-b535-16b6fc6a4e5a,A.QDOS26039,ltrtoengineerin__rjs_unknownvrm_img_1_1.png,blob,002ea2b6-1215-4e21-bc3a-810ed35ba7ae,LtrtoEngineerIn__RJS_UnknownVRM_img_1_1.png,2335004634394,t,f,100000003
21d20c06-0119-4856-a1d1-48dc8b272703,WLS26001,photos for engineers report (13).jpeg,blob,f58aca9f-3e6f-4fe5-8d18-52bcd61df01d,PHOTOS FOR ENGINEERS REPORT (13).jpeg,2335002196582,f,t,100000000
21d20c06-0119-4856-a1d1-48dc8b272703,WLS26001,photos for engineers report (27).jpeg,blob,fafc1948-1484-4e6c-aec4-97f5469253fc,PHOTOS FOR ENGINEERS REPORT (27).jpeg,2335002453401,f,t,100000002
21d20c06-0119-4856-a1d1-48dc8b272703,WLS26001,photos for engineers report (38).jpeg,blob,d12a693a-13de-4fd9-8245-9a5b8c73be64,PHOTOS FOR ENGINEERS REPORT (38).jpeg,2335003602833,f,t,100000002
8a0b32d6-560f-477d-9b22-6f5aafa0322f,AX26035,inspectionrequest_1075364__rjs_unknownvrm_img_1_2.png,blob,d3c31f8d-8921-4a04-8bc0-d0147bd25f4e,InspectionRequest_1075364__RJS_UnknownVRM_img_1_2.png,2335051177280,f,f,100000003
ee7500cb-ab06-464e-b09b-5f87a89a1a66,QDOS26069,clientvehicledamage1jpg-v1.jpg,blob,911b8ca8-8481-4f0a-b5e3-6c9d1e413817,Clientvehicledamage1jpg-V1.jpg,2335685027817,t,f,100000001
ee7500cb-ab06-464e-b09b-5f87a89a1a66,QDOS26069,clientvehicledamage2jpg-v1.jpg,blob,4141b386-95fe-473a-b1ce-86c6beea87e3,Clientvehicledamage2jpg-V1.jpg,2335686109606,t,f,100000001
3b732916-8530-420c-9808-b89eaa06b6d7,A.PCH26019,577876__rjs_unknownvrm_img_7_36.jpeg,blob,9f0c7d00-7b98-45c8-9637-aa63b621fbe1,577876__RJS_UnknownVRM_img_7_36.jpeg,2334866473814,f,t,100000000
08854fe5-d25c-41e3-b691-754eaf50435e,A.PCH26024,577663__rjs_unknownvrm_img_3_14.jpeg,blob,fa1d2557-d5c8-43e1-84db-82b5f01c4c4f,577663__RJS_UnknownVRM_img_3_14.jpeg,2334908403723,f,t,100000000
08854fe5-d25c-41e3-b691-754eaf50435e,A.PCH26024,577663__rjs_unknownvrm_img_3_18.jpeg,blob,668113b1-2459-482c-9fbe-0d59983b58da,577663__RJS_UnknownVRM_img_3_18.jpeg,2334909933470,t,f,100000001
08854fe5-d25c-41e3-b691-754eaf50435e,A.PCH26024,577663__rjs_unknownvrm_img_11_61.jpeg,blob,74ce323d-9380-4a0c-8c3c-fd5831acac2f,577663__RJS_UnknownVRM_img_11_61.jpeg,2334911718715,f,t,100000002
3ce40e3c-1328-4666-a576-06cac39b8713,A.PCH26025,_ehr103245_engineers repair images_08161700__rjs_unknownvrm_img_5_26.jpeg,blob,31378963-80cd-482e-b4bf-d46273bc9d49,_EHR103245_Engineers Repair Images_08161700__RJS_UnknownVRM_img_5_26.jpeg,2334920478783,f,t,100000000
e06fa6e7-b105-44d6-929e-f0bded4bef6d,A.PCH26026,577824__rjs_unknownvrm_img_3_15.jpeg,blob,0de310ea-0ca3-4bb5-ab42-7d0b947b6302,577824__RJS_UnknownVRM_img_3_15.jpeg,2334929267067,f,t,100000001
