id,case_id,image_role_code,registration_visible,person_reflection,accepted_for_eva,excluded,exclusion_reason,updated_at
3ba776c3-c720-439c-a9a9-b7b02c3f8f5f,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.06403+00
82e926b1-b8c3-4b50-91d0-7fb28c67877b,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.067735+00
0763e5d5-be1e-49f4-ab12-92135de1c23a,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.071753+00
c72cc317-2a6d-4181-926b-8f57683237f6,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.07567+00
a7fb05d3-f4b0-470d-a93c-fe99b49a49b8,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.079559+00
81c4883a-3f7a-40eb-8048-c67ea031a1a9,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.084031+00
4b422648-c814-477c-9386-563a8fc9ea87,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.08794+00
63585eea-a541-4912-8a92-226f57c6e16b,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.092814+00
bad476b4-90af-4281-9f3b-18bbc35c49ae,94993d74-38ce-43fc-a640-92cbd8ea47b4,100000003,,f,t,f,,2026-07-07 13:52:07.038389+00
7414e561-c186-43b2-88ff-1a5ecc572fb6,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.096217+00
f590b49d-3916-4c67-b4b8-cd126cb37ebe,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.099375+00
58c48de6-2514-42e7-be7f-de226525f2c3,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.103484+00
6c2dca40-f5e8-4a94-ae98-66b04fa0fd4e,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.107941+00
19ff0dfe-0c1d-4f80-8538-e12d67ed0ea7,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.111666+00
a928a985-267a-4f29-996c-f44584db2380,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.116344+00
e4078a23-b9f8-48d3-aecb-475612e90362,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.120429+00
3318a12e-d00a-4ada-bfa0-077e06d60486,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.124144+00
ad971812-e377-4e21-96f4-5658320f14db,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.127379+00
24bb64ee-6af1-4cc9-8a94-dbdc336d231a,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.13115+00
d9cc1d9a-07dc-462a-ab23-4285028b9f88,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.134729+00
bf1ba28e-6f8a-4ef7-9739-fbb749133dea,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.13841+00
c446ca29-215a-482c-b17e-8ba4cfbe314f,c022cec2-fade-4152-9e3a-2dd09e161a06,100000003,,f,t,f,,2026-07-07 13:52:08.237476+00
56ded777-6322-462e-b9ab-bab26b796ba6,a35ca37e-b051-47c2-b92c-0b3c38d00a08,100000001,t,f,t,f,,2026-07-09 03:00:05.428396+00
53ca6eba-7d08-45f5-a634-bc363f29a628,dc307411-1cee-4033-a9a5-7f26f62bcbbb,100000002,f,f,f,t,person reflection detected (auto-classified TKT-064),2026-07-06 11:49:02.086628+00
e4ca6446-fee8-4625-b232-55374a0dc1ce,ca3acf21-7be5-451f-9011-fd59b432190b,100000003,f,f,f,f,,2026-07-06 12:54:00.402319+00
8175bfda-a6da-40ba-9535-5c5c3e9f41a4,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.142098+00
24de3915-97d4-4ae2-aefe-a2705205f5f1,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.145411+00
20deb384-ed7f-4a1d-ac62-7a2de4e10cdc,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.149158+00
d9d0e5ef-7b05-4339-a379-95b1ab1cd44f,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.152863+00
e22a5058-fc1a-4e97-a62b-1f4c2f356ee8,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.156372+00
9d607487-4fe4-43ff-a897-f933c7f3756f,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.160091+00
7e0db5e9-88ce-4734-a06c-a7a5765aa806,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.164098+00
ce13c42c-954e-43b5-ad9a-2b8854a14fcf,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.167494+00
22bf22f3-e6d5-469c-9adb-24c98c7ac7f3,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.171184+00
a0bbfb58-d8e4-44a9-9eb6-c2a17f45ed63,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.175521+00
6126f7b5-a4db-4d38-bbfb-ef5e43808a8f,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.179641+00
f3e2dbb7-dec7-4ee7-8552-4f5b1f47837b,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.183342+00
d7853971-793b-4b7d-838d-dc64db972a5f,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.187226+00
a9308d01-58e7-418e-a4cd-252bf8bc1a75,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.191338+00
7ec3d2dd-7857-442c-b2ac-1292d44767fb,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.194626+00
53b6a344-be22-4038-af14-0f12de66e4d8,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.198081+00
39712019-1285-48f0-87cf-9679387c3280,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.203019+00
ce7e1410-5519-4537-accc-8e2412e39061,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.206384+00
83aa66ff-c0e7-473e-a367-159eddfe3cb2,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.210243+00
297ee820-a084-4b2f-9072-52929b244114,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.214018+00
a82d5d09-5425-48da-ae80-ae43c66f710f,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.219313+00
19082c96-a7f2-4209-aa9f-3d50816a3b17,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.223169+00
1e59f1af-603b-4f54-b34e-fb1f292d4b14,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:03.226428+00
df6d0149-d105-4cca-85c6-eb06a983e778,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.565442+00
9856df6c-278a-4a42-9bed-2e38777de030,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.570003+00
536c5d25-4260-48ed-a5b6-03045bf976e9,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.574026+00
f857c4ec-e6a8-4e96-9474-42764ecad8c3,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.577485+00
39bfb520-1339-48e7-af07-1e156cb968b7,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.581011+00
2ec85c07-5d1b-40fe-b5d8-4ab527b67da0,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.584345+00
6b95ac42-5d8a-4de7-9b6f-c8e8574f3f78,94993d74-38ce-43fc-a640-92cbd8ea47b4,100000003,,f,t,f,,2026-07-07 13:52:09.348612+00
7fe61adc-ff86-4a04-aebe-f892ee792ec1,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.588146+00
46a83dd2-0361-4adc-94a5-b23442836ae9,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.591658+00
4fef4b06-eb1e-4f03-9c00-0d7353c5ef5f,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.59555+00
a34d033a-7831-482d-adf2-9d5e1cdd5be6,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.600081+00
c4050f33-ed47-475d-8ff6-b9b165f83642,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.603694+00
87dc5307-f2e9-443b-9719-1632c7b33761,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.609006+00
50517e5c-f434-4d56-9fe3-b2d80eee2e94,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.612738+00
f56540c3-51df-43b7-9745-7d2ef6bba0d8,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.616914+00
9daaf13e-dca5-41d8-8736-9e6f75b0ee92,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.620417+00
56417489-66e5-42f4-8071-90a7f9d82a8b,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.623994+00
49cf4c11-3235-45cb-aa4d-b98c3d1d14ee,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.628797+00
120e84de-3c2e-4bdc-9d8a-9781cfe0dbb6,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.632495+00
db22b90a-d84f-4b90-976f-53a18f44a8d1,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.635997+00
a9b00cdd-0473-4577-9aa9-d0e006fefc06,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.639357+00
d7e09505-74a2-4e19-9c8e-c1fd40fee5ea,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.642773+00
e8ca4600-1867-4cc2-afac-6ab33930c6b6,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.646217+00
598cd6a2-074c-4c40-96e9-3ec762bb54f1,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.649471+00
61b2fc84-8388-4277-bd94-88bf5a3d4508,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.652721+00
00c54a96-67bf-4a56-96a3-cc1c526f4657,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.657162+00
98fb383f-376e-4b62-a81d-3cfa107ae0e4,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.660636+00
96d97378-a87c-4b3a-ba98-dfb353e82a4d,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.665144+00
8d027c8b-dafe-40b2-9fb4-6f70dded679f,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.669084+00
58683f95-42eb-4810-9b57-831b2aa17ac5,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.672851+00
45bae439-ed59-4e9d-b533-46478b30104b,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.677176+00
961fed11-e809-4baa-85ad-50bccb5804ff,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.680631+00
c328067a-754a-4268-85b5-1e92e8285d3c,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.684133+00
2a58c56d-3725-44dc-addf-5256b298eb79,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.687915+00
244f78e8-f0ec-4365-9210-4e8e7914950d,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.691233+00
445d8f76-17af-41c9-af2a-0ca9ebfc8800,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.694776+00
4a70e479-5b91-49a6-afe7-18ccd17cfefa,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.698165+00
c6db52aa-36c2-4a29-bdd1-544be173ca8f,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.702169+00
44542fc9-e024-4fa7-8e75-a8bf6a1f7037,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.705338+00
4397bf55-55c6-47f7-a156-8c2f2c297c76,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.709271+00
fe10994a-7209-476f-80bf-baa765c6cd79,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.712655+00
16870cda-545e-4c50-8568-610cb19d56a7,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.716497+00
b5bb8d43-5393-4d96-bbf7-648d74dc6bbc,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.72132+00
5a1e42dc-fbfc-4c4b-8b4d-1fe94baa118f,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.72494+00
3af46db3-14c3-4340-998c-a836f05bb923,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.728691+00
96953487-a4a7-4317-8580-038e094d030b,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.732501+00
a82049e5-bac6-4e0f-9877-23bd3871d079,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.736348+00
5efa883f-3a92-4d31-aae9-fd97c258eb16,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.740687+00
22ffc56e-98b1-426a-9aa3-62fa86349d4f,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.744695+00
31fc40c5-be3a-45b9-b2c2-08ce1bfd30bd,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.74851+00
ab75a1a0-7f3f-4abd-a2ab-a638adaa742f,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.752036+00
4319e954-80ae-4419-8b5f-6db892fc7069,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.755685+00
b370151c-ee70-4129-b5e0-3283ccdd662e,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.759034+00
85759be9-d100-44b5-bedd-bf66300216fb,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.76268+00
92c627f2-104a-43fa-99e8-0a65200b5a37,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.765971+00
9d68d2b6-ed9c-4768-bbe6-1b2c2c6ed27b,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.770036+00
42a9fd94-2c76-4c32-a5fe-e8216ba4834e,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.774986+00
c378b04e-10f5-4dab-b90b-adb90e632551,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.778158+00
2516552f-21c2-4faf-9c61-87617d35a8eb,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.78185+00
b593cea3-4396-4cd0-811e-24035bde7528,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.785419+00
8e2ee87e-e367-40c7-aad0-3c96d7659898,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.788814+00
813384b7-c1e3-49a7-a826-e548559e50a4,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.792276+00
b2d6117c-0f62-4e28-99ad-aea52668b3ad,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.796283+00
507fbdf6-1bcc-42d7-9fdd-9ee2d4849139,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.799849+00
230612d2-be6d-4cac-905e-b888f72e4ce4,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.804142+00
2bf367d8-2a76-42ad-be18-679d4c08a757,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.809439+00
b2aff421-f54c-4d84-b55e-567d72f4b42b,808d409e-3227-435d-ba28-e9f605140d29,100000003,,f,f,f,,2026-07-06 12:14:05.813358+00
a02ec711-9f94-4a11-99f6-3bac8e6f6ce0,748e17f1-bf91-48ed-a9b2-8b4422fde470,100000003,,f,t,f,,2026-07-07 12:35:00.640351+00
f0c5335c-da5a-4f4c-8489-b8603560b590,ab322ddd-7608-4efc-95c9-1a91abd0acd6,100000002,f,f,f,t,person reflection detected (auto-classified),2026-07-07 13:21:51.611714+00
a0a764f6-8282-467e-abce-f3665aea7d08,a35ca37e-b051-47c2-b92c-0b3c38d00a08,100000003,f,f,f,f,,2026-07-09 03:00:05.518548+00
647f37b5-dadc-4438-bdd1-e400e5fa7b63,a35ca37e-b051-47c2-b92c-0b3c38d00a08,100000001,t,f,t,f,,2026-07-09 03:00:05.735196+00
74e9a829-1d2a-4f22-a51c-bdbc0d9af645,748e17f1-bf91-48ed-a9b2-8b4422fde470,100000003,,f,t,f,,2026-07-07 12:35:04.537383+00
974987c1-57f9-4213-ab0b-bb0254ca5580,748e17f1-bf91-48ed-a9b2-8b4422fde470,100000003,,f,t,f,,2026-07-07 12:35:04.580675+00
0d842406-8630-43c7-973e-2af0376d6e47,748e17f1-bf91-48ed-a9b2-8b4422fde470,100000003,,f,t,f,,2026-07-07 12:35:05.921428+00
c9cfd9b9-8376-447e-bb34-742b22a6c776,748e17f1-bf91-48ed-a9b2-8b4422fde470,100000003,,f,t,f,,2026-07-07 12:35:10.214116+00
2a226e8a-b299-42e9-8feb-7235e4c91b14,748e17f1-bf91-48ed-a9b2-8b4422fde470,100000003,,f,t,f,,2026-07-07 12:35:10.963339+00
38ecf2ac-179d-4a8a-bb01-5c766df1f7c2,748e17f1-bf91-48ed-a9b2-8b4422fde470,100000003,,f,t,f,,2026-07-07 12:35:12.639024+00
939f8ff8-c464-4bef-b922-bc374792134b,748e17f1-bf91-48ed-a9b2-8b4422fde470,100000003,,f,t,f,,2026-07-07 12:35:14.107773+00
55103088-cc97-4d3d-8d72-9e3f84c115ff,748e17f1-bf91-48ed-a9b2-8b4422fde470,100000003,,f,t,f,,2026-07-07 12:35:16.470281+00
0badb644-046c-4b46-be7d-cbfad0f066d6,748e17f1-bf91-48ed-a9b2-8b4422fde470,100000003,,f,t,f,,2026-07-07 12:35:18.400403+00
eca4cba4-04ef-4199-bb03-5db94c44dc18,748e17f1-bf91-48ed-a9b2-8b4422fde470,100000003,,f,t,f,,2026-07-07 12:35:19.838101+00
05f036f4-ce76-44a0-8d77-3da00010c1ee,748e17f1-bf91-48ed-a9b2-8b4422fde470,100000003,,f,t,f,,2026-07-07 12:35:22.023726+00
afadbc85-322b-47e8-989f-f04cbe4a0290,748e17f1-bf91-48ed-a9b2-8b4422fde470,100000003,,f,t,f,,2026-07-07 12:35:23.451441+00
9d3e84c8-7041-4b02-9270-238a07c73a6a,748e17f1-bf91-48ed-a9b2-8b4422fde470,100000003,,f,t,f,,2026-07-07 12:35:25.609887+00
